Date,"Mt. Gox
BTC/USD
Weighted
Avg","Mt. Gox
BTC/USD
Volume (BTCs)","Month
Name","Mt. Gox
BTC/USD
Monthly
Avg","Through
Block","Mt. Gox
BTC/USD
Open","Mt. Gox
BTC/USD
High","Mt. Gox
BTC/USD
Low","Mt. Gox
BTC/USD
Close","Mt. Gox
BTC/USD
Volume (USDs)","Output
Volume (BTCs)
","Mt. Gox
BTC/EUR
Close","EUR/USD
Forex","EUR
Premium",Gold,"BTC/
Gold",Silver,"BTC/
Silver",Crude (WTI),"BTC/
Oil","BitcoinTalk
New Posts","BitcoinTalk
Page Views"
3/27/2011,$0.83,"5,337.15",,,,0.85520,0.87211,0.81520,0.82000,"$4,439.07","171,128",n/a,1.4088,n/a,"$1,426.20",0.0006,$37.68,0.0220,$105.40,0.0079,547,#N/A
3/28/2011,$0.81,"12,565.15",,,,0.82000,0.85000,0.76000,0.79898,"$10,141.70","157,029",n/a,1.4081,n/a,"$1,419.90",0.0006,$36.62,0.0221,$103.98,0.0078,662,#N/A
3/29/2011,$0.79,"4,215.02",,,,0.79898,0.79966,0.76480,0.79250,"$3,312.30","126,173",n/a,1.4065,n/a,"$1,416.20",0.0006,$36.62,0.0216,$104.79,0.0075,813,#N/A
3/30/2011,$0.79,"3,218.22",,,,0.79250,0.79500,0.76599,0.78970,"$2,532.13","116,933",n/a,1.4091,n/a,"$1,423.80",0.0006,$37.53,0.0210,$104.27,0.0076,786,#N/A
3/31/2011,$0.79,"6,875.08",Mar. 2011,$0.85,"116,038",0.78970,0.80098,0.76800,0.78461,"$5,429.16","158,393",n/a,1.4099,n/a,"$1,438.90",0.0005,$37.87,0.0209,$106.72,0.0074,814,#N/A
4/1/2011,$0.78,"3,186.77",,,,0.78461,0.79697,0.77410,0.77411,"$2,483.69","90,372",n/a,1.4170,n/a,"$1,428.10",0.0005,$37.63,0.0207,$107.94,0.0072,687,#N/A
4/2/2011,$0.79,"2,493.59",,,,0.77411,0.79980,0.77410,0.78199,"$1,965.23","87,625",n/a,1.4169,n/a,"$1,428.10",0.0006,$37.63,0.0210,$107.94,0.0073,502,#N/A
4/3/2011,$0.78,"3,931.39",,,,0.78199,0.79487,0.77700,0.77900,"$3,074.76","107,196",n/a,1.4237,n/a,"$1,428.10",0.0005,$37.63,0.0207,$107.94,0.0072,419,#N/A
4/4/2011,$0.69,"31,155.46",,,,0.77900,0.78500,0.56190,0.68000,"$21,652.69","127,820",n/a,1.4237,n/a,"$1,432.20",0.0005,$38.46,0.0179,$108.47,0.0064,786,#N/A
4/5/2011,$0.67,"9,730.30",,,,0.68000,0.74784,0.58000,0.71000,"$6,522.71","151,570",n/a,1.4225,n/a,"$1,451.80",0.0005,$38.08,0.0176,$108.34,0.0062,736,#N/A
4/6/2011,$0.72,"8,703.95",,,,0.71000,0.75000,0.69020,0.74000,"$6,264.04","94,074",n/a,1.4200,n/a,"$1,457.70",0.0005,$39.63,0.0182,$108.83,0.0066,911,#N/A
4/7/2011,$0.75,"10,832.99",,,,0.74000,0.78491,0.72050,0.75380,"$8,178.14","122,171",n/a,1.4285,n/a,"$1,458.50",0.0005,$39.51,0.0190,$110.30,0.0068,731,#N/A
4/8/2011,$0.76,"18,207.30",,,,0.75380,0.79900,0.73090,0.74999,"$13,854.66","131,707",n/a,1.4299,n/a,"$1,473.40",0.0005,$40.22,0.0189,$112.79,0.0067,763,#N/A
4/9/2011,$0.74,"12,119.40",,,,0.74999,0.76760,0.72050,0.73000,"$8,940.96","145,607",n/a,1.4392,n/a,"$1,473.40",0.0005,$40.22,0.0184,$112.79,0.0066,598,#N/A
4/10/2011,$0.74,"5,348.98",,,,0.73000,0.75890,0.71000,0.73690,"$3,946.44","103,251",n/a,1.4478,n/a,"$1,473.40",0.0005,$40.22,0.0184,$112.79,0.0066,638,#N/A
4/11/2011,$0.77,"14,645.93",,,,0.73690,0.79900,0.71030,0.77000,"$11,255.96","85,909",n/a,1.4472,n/a,"$1,473.40",0.0005,$41.37,0.0186,$112.79,0.0068,594,#N/A
4/12/2011,$0.85,"48,417.60",,,,0.77000,0.89900,0.77030,0.86000,"$41,333.11","137,646",n/a,1.4452,n/a,"$1,452.90",0.0006,$40.44,0.0210,$106.25,0.0080,537,#N/A
4/13/2011,$0.93,"43,397.56",,,,0.86000,1.00000,0.86000,0.92250,"$40,467.74","191,554",n/a,1.4446,n/a,"$1,454.90",0.0006,$40.22,0.0231,$107.11,0.0087,738,#N/A
4/14/2011,$0.95,"31,111.88",,,,0.92250,1.00000,0.91000,1.00000,"$29,643.61","126,115",n/a,1.4478,n/a,"$1,471.70",0.0006,$40.67,0.0234,$108.11,0.0088,696,#N/A
4/15/2011,$1.00,"50,304.61",,,,1.00000,1.08999,0.91100,0.98991,"$50,488.94","141,473",n/a,1.4457,n/a,"$1,485.30",0.0007,$42.61,0.0235,$109.66,0.0091,797,#N/A
4/16/2011,$1.04,"28,869.30",,,,0.98991,1.09500,0.95414,1.04990,"$30,097.18","287,525",n/a,1.4459,n/a,"$1,485.30",0.0007,$42.61,0.0244,$109.66,0.0095,764,#N/A
4/17/2011,$1.08,"24,225.70",,,,1.04990,1.14000,1.02550,1.11230,"$26,085.25","1,376,826",n/a,1.4430,n/a,"$1,485.30",0.0007,$42.61,0.0253,$109.66,0.0098,642,#N/A
4/18/2011,$1.15,"27,478.69",,,,1.11230,1.19990,1.11030,1.16199,"$31,552.55","132,199",n/a,1.4429,n/a,"$1,492.30",0.0008,$42.79,0.0269,$107.12,0.0107,920,#N/A
4/19/2011,$1.18,"12,556.73",,,,1.16199,1.19790,1.14360,1.19790,"$14,782.06","2,177,926",n/a,1.4321,n/a,"$1,494.50",0.0008,$43.22,0.0273,$108.15,0.0109,787,#N/A
4/20/2011,$1.16,"21,344.95",,,,1.19790,1.19790,1.13000,1.14210,"$24,691.86","5,272,339",n/a,1.4271,n/a,"$1,498.30",0.0008,$44.79,0.0259,$111.45,0.0104,916,#N/A
4/21/2011,$1.18,"39,295.69",,,,1.14210,1.21000,1.14000,1.21000,"$46,345.35","136,189",n/a,1.4448,n/a,"$1,503.20",0.0008,$46.26,0.0255,$112.29,0.0105,929,#N/A
4/22/2011,$1.29,"39,415.39",,,,1.21000,1.41000,1.18900,1.40901,"$50,929.92","465,318",n/a,1.4575,n/a,"$1,503.20",0.0009,$46.26,0.0279,$112.29,0.0115,734,#N/A
4/23/2011,$1.55,"66,620.36",,,,1.40901,1.95000,1.32020,1.70010,"$103,242.84","136,771",n/a,1.4558,n/a,"$1,503.20",0.0010,$46.26,0.0335,$112.29,0.0138,824,#N/A
4/24/2011,$1.67,"21,541.69",,,,1.70010,1.95000,1.60000,1.63011,"$36,076.01","164,011",n/a,1.4562,n/a,"$1,503.20",0.0011,$46.26,0.0361,$112.29,0.0149,889,#N/A
4/25/2011,$1.58,"13,471.60",,,,1.63011,1.70100,1.52109,1.55900,"$21,226.89","103,284",n/a,1.4562,n/a,"$1,508.60",0.0010,$46.26,0.0342,$112.28,0.0141,"1,120",#N/A
4/26/2011,$1.67,"24,054.31",,,,1.55900,1.79490,1.53000,1.79490,"$40,211.17","146,695",n/a,1.4576,n/a,"$1,503.00",0.0011,$45.48,0.0367,$112.21,0.0149,990,#N/A
4/27/2011,$1.89,"33,055.26",,,,1.79490,1.95000,1.72000,1.90000,"$62,403.35","206,468",n/a,1.4591,n/a,"$1,516.70",0.0012,$45.30,0.0417,$112.76,0.0168,940,#N/A
4/28/2011,$2.03,"100,238.23",,,,1.90000,2.65000,1.66000,2.21059,"$203,392.46","232,588",n/a,1.4686,n/a,"$1,531.20",0.0013,$48.70,0.0417,$112.86,0.0180,"1,369",#N/A
4/29/2011,$2.59,"57,577.32",,,,2.21059,2.95000,2.21000,2.88000,"$148,954.47","771,476",n/a,1.4823,n/a,"$1,556.40",0.0017,$48.70,0.0532,$113.93,0.0227,"1,172",#N/A
4/30/2011,$3.29,"65,427.80",Apr. 2011,$1.21,"121,126",2.88000,4.14996,2.75000,3.50000,"$214,977.24","400,623",n/a,1.4839,n/a,"$1,556.40",0.0021,$48.70,0.0676,$113.93,0.0289,"1,268",#N/A
5/1/2011,$3.14,"45,772.07",,,,3.50000,3.87000,2.50000,3.03311,"$143,521.98","203,700",n/a,1.4807,n/a,"$1,556.40",0.0020,$48.70,0.0645,$113.93,0.0276,"1,385",#N/A
5/2/2011,$3.24,"18,333.83",,,,3.03311,3.49500,3.02900,3.20000,"$59,421.72","131,622",n/a,1.4808,n/a,"$1,557.10",0.0021,$48.70,0.0665,$113.52,0.0285,"1,373",#N/A
5/3/2011,$3.32,"16,919.18",,,,3.20000,3.49000,3.11000,3.41000,"$56,187.48","180,504",n/a,1.4830,n/a,"$1,540.40",0.0022,$43.61,0.0761,$111.05,0.0299,"1,321",#N/A
5/4/2011,$3.44,"17,278.29",,,,3.41000,3.58000,3.25000,3.40609,"$59,434.11","305,517",n/a,1.4814,n/a,"$1,515.30",0.0023,$40.29,0.0854,$109.24,0.0315,"1,429",#N/A
5/5/2011,$3.41,"15,350.34",,,,3.40609,3.44980,3.33300,3.33300,"$52,331.39","159,916",n/a,1.4842,n/a,"$1,481.40",0.0023,$37.84,0.0901,$99.80,0.0342,"1,553",#N/A
5/6/2011,$3.48,"23,014.70",,,,3.33300,3.61001,3.29000,3.45000,"$80,063.98","224,152",n/a,1.4760,n/a,"$1,491.60",0.0023,$34.20,0.1018,$97.18,0.0358,"1,161",#N/A
5/7/2011,$3.61,"17,833.29",,,,3.45000,3.70000,3.42500,3.64100,"$64,359.68","299,762",n/a,1.4505,n/a,"$1,491.60",0.0024,$34.20,0.1056,$97.18,0.0371,"1,062",#N/A
5/8/2011,$3.77,"21,132.51",,,,3.64100,3.93700,3.63000,3.86590,"$79,620.81","338,722",n/a,1.4314,n/a,"$1,491.60",0.0025,$34.20,0.1102,$97.18,0.0388,"1,396",#N/A
5/9/2011,$3.80,"11,520.93",,,,3.86590,3.90000,3.69050,3.80000,"$43,805.92","380,676",n/a,1.4320,n/a,"$1,503.20",0.0025,$38.00,0.1000,$102.55,0.0371,"1,561",#N/A
5/10/2011,$4.74,"56,217.32",,,,3.80000,5.99001,3.81000,5.81000,"$266,466.71","566,091",n/a,1.4368,n/a,"$1,516.90",0.0031,$38.40,0.1234,$103.88,0.0456,"1,669",#N/A
5/11/2011,$5.35,"52,569.15",,,,5.81000,6.06500,4.60000,5.50000,"$281,496.86","185,354",n/a,1.4352,n/a,"$1,501.40",0.0036,$39.18,0.1365,$98.21,0.0545,"1,600",#N/A
5/12/2011,$5.83,"31,722.46",,,,5.50000,6.49000,5.22000,6.30019,"$184,839.99","212,128",n/a,1.4345,n/a,"$1,506.80",0.0039,$32.50,0.1794,$98.97,0.0589,"1,498",#N/A
5/13/2011,$7.48,"64,003.37",,,,6.30019,8.45000,6.32010,8.19800,"$478,840.49","467,029",n/a,1.4210,n/a,"$1,493.60",0.0050,$36.20,0.2066,$99.65,0.0751,"1,781",#N/A
5/14/2011,$7.86,"55,390.45",,,,8.19800,8.90000,5.83000,7.19769,"$435,571.02","1,691,796",n/a,1.4216,n/a,"$1,493.60",0.0053,$36.20,0.2171,$99.65,0.0789,"1,382",#N/A
5/15/2011,$6.74,"18,294.87",,,,7.19769,7.78000,6.20001,6.98701,"$123,255.50","442,071",n/a,1.4118,n/a,"$1,493.60",0.0045,$36.20,0.1862,$99.65,0.0676,"1,627",#N/A
5/16/2011,$7.77,"44,141.41",,,,6.98701,8.50000,6.75000,8.03388,"$343,050.47","207,534",n/a,1.4115,n/a,"$1,490.60",0.0052,$34.35,0.2262,$97.37,0.0798,"1,351",#N/A
5/17/2011,$7.52,"35,345.46",,,,8.03388,8.38901,6.97991,7.19000,"$265,868.95","297,603",n/a,1.4133,n/a,"$1,480.00",0.0051,$34.28,0.2194,$96.91,0.0776,"2,061",#N/A
5/18/2011,$7.14,"25,403.44",,,,7.19000,7.50000,6.60000,6.88000,"$181,331.16","187,535",n/a,1.4173,n/a,"$1,495.80",0.0048,$34.59,0.2064,$100.10,0.0713,"2,190",#N/A
5/19/2011,$6.96,"24,436.41",,,,6.88000,7.34000,6.60711,6.80500,"$170,134.80","166,850",n/a,1.4252,n/a,"$1,492.40",0.0047,$35.75,0.1947,$98.44,0.0707,"2,018",#N/A
5/20/2011,$6.28,"44,460.44",,,,6.80500,7.10000,5.57720,5.59039,"$278,992.34","319,316",n/a,1.4272,n/a,"$1,508.90",0.0042,$34.80,0.1805,$99.49,0.0631,"2,036",#N/A
5/21/2011,$5.97,"31,111.90",,,,5.59039,6.51990,5.57720,6.11971,"$185,640.17","694,878",n/a,1.4265,n/a,"$1,508.90",0.0040,$34.80,0.1716,$99.49,0.0600,"1,631",#N/A
5/22/2011,$6.47,"23,872.15",,,,6.11971,6.75940,5.99001,6.69010,"$154,432.52","902,283",n/a,1.4156,n/a,"$1,508.90",0.0043,$34.80,0.1859,$99.49,0.0650,"1,678",#N/A
5/23/2011,$7.10,"35,279.88",,,,6.69010,7.45000,6.68999,7.14991,"$250,601.30","462,051",n/a,1.4154,n/a,"$1,515.40",0.0047,$34.70,0.2046,$97.70,0.0727,"2,055",#N/A
5/24/2011,$7.23,"29,282.48",,,,7.14991,7.51000,6.96000,7.42000,"$211,827.28","332,288",n/a,1.4055,n/a,"$1,523.30",0.0047,$35.85,0.2017,$99.59,0.0726,"2,127",#N/A
5/25/2011,$7.98,"64,049.94",,,,7.42000,9.33000,7.21612,8.39970,"$510,905.18","407,506",n/a,1.4077,n/a,"$1,526.70",0.0052,$37.17,0.2147,$101.32,0.0788,"2,350",#N/A
5/26/2011,$8.55,"28,644.99",,,,8.39970,8.98690,8.01000,8.79800,"$244,820.48","434,392",n/a,1.4070,n/a,"$1,522.80",0.0056,$36.95,0.2314,$100.23,0.0853,"2,480",#N/A
5/27/2011,$8.67,"14,431.84",,,,8.79800,8.83000,8.50020,8.50020,"$125,149.05","596,236",n/a,1.4141,n/a,"$1,536.30",0.0056,$37.69,0.2300,$100.59,0.0862,"2,353",#N/A
5/28/2011,$8.45,"12,247.72",,,,8.50020,8.70000,8.11000,8.30010,"$103,463.69","235,608",n/a,1.4229,n/a,"$1,536.30",0.0055,$37.69,0.2242,$100.59,0.0840,"1,854",#N/A
5/29/2011,$8.30,"7,487.54",,,,8.30010,8.49000,8.10200,8.42990,"$62,138.87","262,939",n/a,1.4318,n/a,"$1,536.30",0.0054,$37.69,0.2202,$100.59,0.0825,"2,148",#N/A
5/30/2011,$8.72,"17,680.15",,,,8.42990,9.00000,8.25001,8.80000,"$154,258.85","262,665",n/a,1.4318,n/a,"$1,536.30",0.0057,$37.69,0.2314,$100.59,0.0867,"2,361",#N/A
5/31/2011,$8.88,"45,794.43",May. 2011,$6.17,"127,865",8.80000,9.49980,8.10000,8.74100,"$406,882.27","295,010",n/a,1.4283,n/a,"$1,535.90",0.0058,$38.65,0.2298,$102.70,0.0865,"2,840",#N/A
6/1/2011,$9.21,"43,479.96",,,,8.74100,9.69870,8.30000,9.57000,"$400,564.35","259,862",n/a,1.4377,n/a,"$1,542.40",0.0060,$37.95,0.2427,$100.29,0.0918,"2,510",#N/A
6/2/2011,$10.11,"41,047.27",,,,9.57000,10.88800,9.50000,10.60000,"$415,112.72","330,587",n/a,1.4410,n/a,"$1,532.00",0.0066,$37.22,0.2716,$100.40,0.1007,"3,080",#N/A
6/3/2011,$13.08,"72,980.24",,,,10.60000,14.49900,10.57520,14.29000,"$954,513.54","600,652",n/a,1.4409,n/a,"$1,541.70",0.0085,$35.19,0.3717,$100.22,0.1305,"3,710",#N/A
6/4/2011,$16.41,"44,475.34",,,,14.29000,18.89000,14.04000,18.89000,"$729,670.85","514,581",n/a,1.4525,n/a,"$1,541.70",0.0106,$35.19,0.4663,$100.22,0.1637,"3,288",#N/A
6/5/2011,$17.32,"24,278.97",,,,18.89000,18.99800,16.20000,16.70000,"$420,612.47","486,337",n/a,1.4635,n/a,"$1,541.70",0.0112,$35.19,0.4922,$100.22,0.1728,"3,763",#N/A
6/6/2011,$18.46,"55,092.47",,,,16.70000,19.23000,16.45130,18.54990,"$1,016,927.39","834,087",n/a,1.4634,n/a,"$1,546.50",0.0119,$36.87,0.5007,$99.01,0.1864,"4,429",#N/A
6/7/2011,$19.90,"53,715.04",,,,18.54990,24.32000,18.26000,23.92340,"$1,068,903.32","570,308",n/a,1.4621,n/a,"$1,543.30",0.0129,$37.41,0.5319,$99.09,0.2008,"4,895",#N/A
6/8/2011,$27.25,"104,925.16",,,,23.92340,31.90990,22.21350,29.60000,"$2,858,820.38","682,341",n/a,1.4638,n/a,"$1,538.10",0.0177,$36.22,0.7523,$100.74,0.2705,"5,781",#N/A
6/9/2011,$29.58,"62,933.66",,,,29.60000,31.50000,26.15100,28.91900,"$1,861,589.64","791,144",n/a,1.4639,n/a,"$1,542.10",0.0192,$37.03,0.7988,$101.93,0.2902,"5,532",#N/A
6/10/2011,$24.67,"92,208.20",,,,28.91900,29.39900,20.01000,23.94970,"$2,274,786.40","865,325",n/a,1.4579,n/a,"$1,528.60",0.0161,$37.38,0.6600,$99.29,0.2485,"5,510",#N/A
6/11/2011,$17.61,"121,869.97",,,,23.94970,23.99000,13.00000,14.65110,"$2,146,587.96","1,390,639",n/a,1.4455,n/a,"$1,528.60",0.0115,$37.38,0.4711,$99.29,0.1774,"4,948",#N/A
6/12/2011,$16.21,"151,194.16",,,,14.65110,24.99000,10.25000,18.54640,"$2,451,134.56","1,875,945",n/a,1.4347,n/a,"$1,528.60",0.0106,$37.38,0.4337,$99.29,0.1633,"6,219",#N/A
6/13/2011,$20.11,"73,421.79",,,,18.54640,24.50000,16.00000,19.84000,"$1,476,239.59","1,307,769",n/a,1.4345,n/a,"$1,515.00",0.0133,$35.51,0.5663,$97.30,0.2067,"5,236",#N/A
6/14/2011,$19.25,"36,155.99",,,,19.84000,20.50000,18.00100,19.28000,"$696,003.98","1,555,268",n/a,1.4362,n/a,"$1,523.80",0.0126,$34.68,0.5551,$99.37,0.1937,"4,258",#N/A
6/15/2011,$19.68,"27,711.90",,,,19.28000,20.00000,19.02200,19.49000,"$545,336.14","2,041,254",n/a,1.4440,n/a,"$1,525.60",0.0129,$35.26,0.5581,$94.81,0.2076,"5,005",#N/A
6/16/2011,$18.86,"49,202.14",,,,19.49000,19.89000,17.00000,17.00000,"$927,743.42","9,235,676",n/a,1.4330,n/a,"$1,529.30",0.0123,$35.55,0.5305,$94.95,0.1986,"5,049",#N/A
6/17/2011,$15.51,"108,623.77",,,,17.00000,18.34000,13.00000,15.68100,"$1,684,353.23","2,938,717",n/a,1.4153,n/a,"$1,538.60",0.0101,$35.39,0.4383,$93.01,0.1668,"5,511",#N/A
6/18/2011,$16.04,"35,536.55",,,,15.68100,16.94990,15.05200,16.89000,"$569,949.34","1,375,764",n/a,1.4232,n/a,"$1,538.60",0.0104,$35.39,0.4532,$93.01,0.1725,"5,147",#N/A
6/19/2011,$17.77,"30,176.74",,,,16.89000,18.87660,16.85000,17.51000,"$536,267.38","1,301,575",n/a,1.4308,n/a,"$1,538.60",0.0115,$35.39,0.5021,$93.01,0.1911,"6,280",#N/A
6/20/2011,,0.00,,,,,,,,$0.00,"5,015,069",n/a,1.4305,n/a,"$1,541.50",0.0000,$35.58,0.0000,$93.26,0.0000,"7,017",#N/A
6/21/2011,,0.00,,,,,,,,$0.00,"1,307,009",n/a,1.4268,n/a,"$1,546.00",0.0000,$36.22,0.0000,$93.40,0.0000,"7,289",#N/A
6/22/2011,,0.00,,,,,,,,$0.00,"3,232,503",n/a,1.4360,n/a,"$1,552.90",0.0000,$35.91,0.0000,$95.41,0.0000,"6,188",#N/A
6/23/2011,,0.00,,,,,,,,$0.00,"1,682,473",n/a,1.4387,n/a,"$1,520.10",0.0000,$36.01,0.0000,$91.02,0.0000,"5,679",#N/A
6/24/2011,,0.00,,,,,,,,$0.00,"4,528,661",n/a,1.4253,n/a,"$1,500.50",0.0000,$34.73,0.0000,$91.16,0.0000,"5,796",#N/A
6/25/2011,,0.00,,,,,,,,$0.00,"6,997,337",n/a,1.4229,n/a,"$1,500.50",0.0000,$34.73,0.0000,$91.16,0.0000,"5,548",#N/A
6/26/2011,$15.59,"15,053.93",,,,17.51000,17.51001,14.01000,16.45001,"$234,621.80","6,549,819",n/a,1.4188,n/a,"$1,500.50",0.0104,$34.73,0.4489,$91.16,0.1710,"5,115",#N/A
6/27/2011,$17.01,"31,452.54",,,,16.45001,18.00000,15.00000,16.75004,"$535,096.37","2,876,425",n/a,1.4189,n/a,"$1,496.00",0.0114,$34.01,0.5001,$90.61,0.1877,"5,184",#N/A
6/28/2011,$16.93,"24,398.15",,,,16.75004,17.52000,16.50000,16.94980,"$413,032.22","4,785,676",n/a,1.4194,n/a,"$1,499.70",0.0113,$33.96,0.4985,$92.89,0.1823,"5,298",#N/A
6/29/2011,$16.88,"21,043.37",,,,16.94980,17.20000,16.66600,16.84500,"$355,303.18","5,122,234",n/a,1.4312,n/a,"$1,510.40",0.0112,$34.39,0.4908,$94.77,0.1781,"4,568",#N/A
6/30/2011,$16.51,"34,961.19",Jun. 2011,$17.91,"134,121",16.84500,17.00000,15.73000,16.10098,"$577,145.55","1,678,315",n/a,1.4391,n/a,"$1,502.80",0.0110,$35.02,0.4714,$95.42,0.1730,"4,542",#N/A
7/1/2011,$15.90,"33,284.45",,,,16.10098,16.74000,15.26000,15.39700,"$529,197.49","1,261,003",n/a,1.4488,n/a,"$1,482.60",0.0107,$33.85,0.4697,$94.94,0.1675,"4,375",#N/A
7/2/2011,$15.53,"19,453.24",,,,15.39700,15.80000,15.27100,15.40000,"$302,134.70","927,541",n/a,1.4503,n/a,"$1,482.60",0.0105,$33.85,0.4588,$94.94,0.1636,"3,778",#N/A
7/3/2011,$15.48,"16,792.29",,,,15.40000,15.68900,15.31100,15.44049,"$259,875.51","475,146",n/a,1.4525,n/a,"$1,482.60",0.0104,$33.85,0.4573,$94.94,0.1631,"3,529",#N/A
7/4/2011,$14.48,"52,276.99",,,,15.44049,15.48988,13.14000,13.86000,"$756,913.59","1,503,044",n/a,1.4526,n/a,"$1,482.60",0.0098,$34.10,0.4246,$94.94,0.1525,"4,266",#N/A
7/5/2011,$12.80,"84,081.15",,,,13.86000,15.00000,11.00000,12.90691,"$1,076,305.46","339,654",n/a,1.4535,n/a,"$1,512.70",0.0085,$34.76,0.3682,$96.89,0.1321,"4,574",#N/A
7/6/2011,$14.80,"111,818.32",,,,12.90691,16.50000,12.67132,14.78347,"$1,655,319.63","641,728",n/a,1.4482,n/a,"$1,529.20",0.0097,$35.38,0.4183,$96.65,0.1531,"4,664",#N/A
7/7/2011,$15.16,"54,465.70",,,,14.78347,15.90000,14.50000,14.77609,"$825,452.25","471,109",n/a,1.4377,n/a,"$1,530.60",0.0099,$35.86,0.4228,$98.67,0.1536,"4,560",#N/A
7/8/2011,$14.35,"34,853.42",,,,14.77609,15.64276,13.90152,14.31399,"$500,143.38","351,140",n/a,1.4323,n/a,"$1,541.60",0.0093,$36.28,0.3955,$96.20,0.1492,"4,053",#N/A
7/9/2011,$14.39,"11,909.17",,,,14.31399,14.69990,14.02010,14.38000,"$171,329.27","1,209,556",n/a,1.4307,n/a,"$1,541.60",0.0093,$36.28,0.3966,$96.20,0.1496,"3,216",#N/A
7/10/2011,$15.08,"45,284.42",,,,14.38000,15.68000,14.35000,14.90000,"$682,903.16","3,308,051",n/a,1.4260,n/a,"$1,541.60",0.0098,$36.28,0.4157,$96.20,0.1568,"3,074",#N/A
7/11/2011,$14.37,"49,160.01",,,,14.90000,15.19990,13.80000,14.20912,"$706,457.52","1,007,736",n/a,1.4257,n/a,"$1,549.20",0.0093,$36.36,0.3952,$95.15,0.1510,"3,966",#N/A
7/12/2011,$14.15,"26,356.51",,,,14.20912,14.63988,13.90000,14.00943,"$372,986.55","693,214",n/a,1.4124,n/a,"$1,562.30",0.0091,$34.91,0.4053,$97.43,0.1452,"3,944",#N/A
7/13/2011,$14.03,"10,338.15",,,,14.00943,14.15000,13.91000,13.95099,"$145,032.07","1,210,875",n/a,1.3979,n/a,"$1,585.50",0.0088,$36.75,0.3818,$98.05,0.1431,"3,760",#N/A
7/14/2011,$13.93,"17,661.16",,,,13.95099,14.07000,13.70000,13.99000,"$245,982.11","1,118,040",n/a,1.4059,n/a,"$1,589.30",0.0088,$39.40,0.3536,$95.69,0.1456,"3,821",#N/A
7/15/2011,$13.90,"24,819.54",,,,13.99000,14.09000,13.50210,13.81000,"$344,982.10","2,069,623",n/a,1.4199,n/a,"$1,590.10",0.0087,$38.17,0.3642,$97.24,0.1429,"3,533",#N/A
7/16/2011,$13.62,"17,264.49",,,,13.81000,13.81000,13.50100,13.71910,"$235,142.97","462,605",n/a,1.4150,n/a,"$1,590.10",0.0086,$38.17,0.3568,$97.24,0.1401,"3,132",#N/A
7/17/2011,$13.34,"34,375.47",,,,13.71910,13.75000,13.02100,13.16000,"$458,510.19","1,043,977",n/a,1.4160,n/a,"$1,590.10",0.0084,$38.17,0.3495,$97.24,0.1372,"2,808",#N/A
7/18/2011,$13.03,"75,896.31",,,,13.16000,13.91500,12.51000,13.48000,"$988,903.24","1,191,448",n/a,1.4157,n/a,"$1,602.40",0.0081,$40.33,0.3231,$95.93,0.1358,"3,500",#N/A
7/19/2011,$14.04,"67,575.61",,,,13.48000,14.70000,13.44000,13.85024,"$948,485.72","3,298,360",n/a,1.4072,n/a,"$1,601.10",0.0088,$40.32,0.3482,$97.50,0.1440,"3,621",#N/A
7/20/2011,$13.69,"23,177.90",,,,13.85024,14.00000,13.40000,13.68943,"$317,332.30","2,284,316",n/a,1.4143,n/a,"$1,596.90",0.0086,$38.59,0.3548,$98.14,0.1395,"3,404",#N/A
7/21/2011,$13.66,"25,018.37",,,,13.68943,13.78000,13.40000,13.61000,"$341,665.52","1,472,833",n/a,1.4186,n/a,"$1,587.00",0.0086,$39.78,0.3434,$99.13,0.1378,"3,100",#N/A
7/22/2011,$13.65,"15,165.62",,,,13.61000,13.81000,13.45000,13.69542,"$207,044.15","717,267",n/a,1.4283,n/a,"$1,601.50",0.0085,$39.67,0.3441,$99.87,0.1367,"3,027",#N/A
7/23/2011,$13.64,"22,455.60",,,,13.69542,13.76490,13.51000,13.68000,"$306,380.16","1,131,999",n/a,1.4387,n/a,"$1,601.50",0.0085,$39.67,0.3438,$99.87,0.1366,"2,679",#N/A
7/24/2011,$13.86,"26,623.26",,,,13.68000,14.10000,13.60000,13.98001,"$369,041.82","640,016",n/a,1.4360,n/a,"$1,601.50",0.0087,$39.67,0.3494,$99.87,0.1388,"2,509",#N/A
7/25/2011,$14.20,"31,577.96",,,,13.98001,14.72299,13.76000,14.04780,"$448,277.20","1,478,082",n/a,1.4362,n/a,"$1,612.20",0.0088,$40.78,0.3482,$99.20,0.1431,"2,999",#N/A
7/26/2011,$13.91,"16,793.86",,,,14.04780,14.05051,13.76800,13.88214,"$233,585.08","1,233,720",n/a,1.4373,n/a,"$1,616.80",0.0086,$40.34,0.3448,$99.59,0.1397,"3,041",#N/A
7/27/2011,$13.96,"11,508.66",,,,13.88214,14.13000,13.85000,13.93940,"$160,645.54","1,008,445",n/a,1.4465,n/a,"$1,615.10",0.0086,$40.81,0.3421,$97.40,0.1433,"3,225",#N/A
7/28/2011,$13.61,"32,738.27",,,,13.93940,13.93900,13.31200,13.49011,"$445,690.58","2,869,315",n/a,1.4459,n/a,"$1,613.40",0.0084,$40.19,0.3386,$97.44,0.1397,"3,016",#N/A
7/29/2011,$13.51,"7,257.51",,,,13.49011,13.70000,13.33020,13.49832,"$98,020.73","1,609,180",n/a,1.4333,n/a,"$1,628.30",0.0083,$39.63,0.3409,$95.70,0.1412,"3,369",#N/A
